Classification,Type,Test,Outcome,MBAA,RBS,PA,Origin,Origin_orig,wt_loss,temp_5,temp,AUC_RD,AUC_4,AUC_9,AUC_6,slope13,d3_inoc,peak_inoc,Subtype,HA,pH.for.fusion,All_molecular,Other_molecular
Lethality,Standard,1,lethal,MBAA,RBS,PA,,Origin_orig,wt_loss,temp_5,,,,,AUC_6,slope13,,peak_inoc,,,,,
Lethality,Standard,2,lethal,MBAA,RBS,PA,Origin,,wt_loss,temp_5,,,,,AUC_6,slope13,,peak_inoc,,,,,
Lethality,Standard,3,lethal,MBAA,RBS,PA,,Origin_orig,wt_loss,,temp,,,,AUC_6,slope13,,peak_inoc,,,,,
Lethality,Standard,4,lethal,MBAA,RBS,PA,,Origin_orig,wt_loss,temp_5,,,,,AUC_6,slope13,,,,HA,,,
Lethality,Standard,5,lethal,MBAA,RBS,PA,,Origin_orig,wt_loss,temp_5,,,,,AUC_6,slope13,,,,,,,
Lethality,Standard,6,lethal,MBAA,RBS,PA,Origin,,wt_loss,temp_5,,,,,AUC_6,slope13,,peak_inoc,,HA,,,
Lethality,Standard,7,lethal,MBAA,RBS,PA,,Origin_orig,wt_loss,temp_5,,,,,AUC_6,slope13,,peak_inoc,,HA,,,
Lethality,Standard,8,lethal,MBAA,RBS,PA,Origin,,wt_loss,temp_5,,,,,AUC_6,,,peak_inoc,,HA,,,
Lethality,Standard,9,lethal,MBAA,RBS,PA,Origin,,wt_loss,temp_5,,,,,AUC_6,,,,,HA,,,
Lethality,Standard,10,lethal,MBAA,RBS,PA,Origin,,wt_loss,temp_5,,,,,AUC_6,,,,Subtype,,,,
Lethality,Standard,11,lethal,MBAA,RBS,PA,,,wt_loss,temp_5,,,,,AUC_6,,,,,HA,,,
Lethality,Molecular,1,lethal,,RBS,PA,,,,,,,,,,,,,,,,All Positions,
Lethality,Combined,2,lethal,MBAA,RBS,PA,,,,,,,,,,,,,,HA,,,
Lethality,Combined,3,lethal,MBAA,RBS,PA,Origin,,wt_loss,temp_5,,,,,AUC_6,,,,,HA,,All Positions,
Lethality,Molecular,4,lethal,,RBS,PA,,,,,,,,,,,,,,,,,
Lethality,Combined,5,lethal,MBAA,RBS,PA,Origin,,,,,,,,,,,,,,,All Positions,
Morbidity,Standard,1,wt_loss_high,MBAA,RBS,PA,Origin,,,temp_5,,,,,AUC_6,,,,,HA,,,
Morbidity,Standard,2,wt_loss_high,MBAA,RBS,PA,Origin,,,temp_5,,,,,AUC_6,,,,,HA,,,
Morbidity,Standard,3,wt_loss_high,MBAA,RBS,PA,Origin,,,temp_5,,,,,,,,peak_inoc,,HA,,,
Morbidity,Standard,4,wt_loss_high,MBAA,RBS,PA,Origin,,,temp_5,,,,,AUC_6,,d3_inoc,,,HA,,,
Morbidity,Standard,5,wt_loss_high,MBAA,RBS,PA,Origin,,,temp_5,,,,AUC_9,,,,,,HA,,,
Morbidity,Standard,6,wt_loss_high,MBAA,,,,,,temp_5,,,,,AUC_6,,,,,,,,
Morbidity,Standard,7,wt_loss_high,MBAA,RBS,PA,,,,temp_5,,,,,AUC_6,,,,,HA,,,
Morbidity,Standard,8,wt_loss_high,MBAA,,PA,,,,temp_5,,,,,AUC_6,,,,,HA,,,
Morbidity,Standard,9,wt_loss_high,MBAA,RBS,,,,,temp_5,,,,,AUC_6,,,,,HA,,,
Morbidity,Standard,10,wt_loss_high,MBAA,,,,,,temp_5,,,,,AUC_6,,,,,HA,,,
Morbidity,Molecular,1,wt_loss_high,,,,,,,,,,,,,,,,,,,All Positions,
Morbidity,Combined,2,wt_loss_high,MBAA,RBS,PA,,,,,,,,,,,,,,HA,,,
Morbidity,Combined,3,wt_loss_high,MBAA,RBS,PA,Origin,,,temp_5,,,,,AUC_6,,,,,HA,,All Positions,
Morbidity,Molecular,4,wt_loss_high,,RBS,PA,,,,,,,,,,,,,,,,,
Transmission,Standard,1,RD_trans_ext,MBAA,RBS,PA,,,,,,,,,,,,,,HA,,,
Transmission,Standard,2,RD_trans_ext,,RBS,PA,Origin,,,,,,,,,,,,,HA,,,
Transmission,Standard,3,RD_trans_ext,,RBS,PA,Origin,,,,,AUC_RD,,,,,,,,HA,,,
Transmission,Standard,4,RD_trans_ext,,RBS,PA,Origin,,,,,,,,,,,,Subtype,,,,
Transmission,Standard,5,RD_trans_ext,,RBS,PA,Origin,,,,,,,,,slope13,,peak_inoc,Subtype,,,,
Transmission,Standard,6,RD_trans_ext,,RBS,PA,Origin,,,,,,,,AUC_6,slope13,,,Subtype,,,,
Transmission,Standard,7,RD_trans_ext,,RBS,PA,Origin,,,,,,AUC_4,,,slope13,,,Subtype,,,,
Transmission,Standard,8,RD_trans_ext,,RBS,PA,Origin,,,,,,,,AUC_6,slope13,,,Subtype,,pH.for.fusion,,
Transmission,Standard,9,RD_trans_ext,,RBS,PA,Origin,,,,,,,,AUC_6,slope13,,,Subtype,,pH.for.fusion,,"PB2_627, 155"
Transmission,Standard,10,RD_trans_ext,,,,,,,,,,,,AUC_6,slope13,,,,,pH.for.fusion,,
Transmission,Standard,11,RD_trans_ext,,,,,,,,,,,,AUC_6,,,,,,pH.for.fusion,,
Transmission,Standard,12,RD_trans_ext,,,,,,,,,,,,AUC_6,,,,,,,,
Transmission,Standard,13,RD_trans_ext,,,,,,,,,,AUC_4,,,,,,,,,,
Transmission,Standard,14,RD_trans_ext,,RBS,PA,Origin,,,,,,,,AUC_6,slope13,,,,HA,,,
Transmission,Standard,15,RD_trans_ext,,RBS,PA,Origin,,,,,AUC_RD,,,,slope13,,,,HA,,,
Transmission,Molecular,1,RD_trans_ext,,RBS,PA,,,,,,,,,,,,,,,,All Positions,
Transmission,Molecular,2,RD_trans_ext,,RBS,PA,,,,,,,,,,,,,,,,,
Transmission,Combined,3,RD_trans_ext,,RBS,PA,Origin,,,,,,,,,,,,Subtype,,,All Positions,
Transmission,Combined,4,RD_trans_ext,,RBS,PA,Origin,,,,,,,,,,,,Subtype,,,,"21,83,138,155,186,214,225,226,PB2_627"
Transmission,Combined,5,RD_trans_ext,,RBS,,,,,,,,,,,,,,Subtype,,,,PB2_627
Transmission,Combined,6,RD_trans_ext,,RBS,,,,,,,,,,,,,,,HA,,,PB2_627
Transmission,Combined,7,RD_trans_ext,,RBS,PA,Origin,,,,,,,,,,,,,HA,,All Positions,
Transmission,Combined,8,RD_trans_ext,,RBS,PA,Origin,,,,,,,,AUC_6,slope13,,,,HA,,All Positions,
